-4.272566,224.0
-4.2411504,225.0
-4.209734,226.0
-4.1783185,227.0
-4.146902,230.0
-4.115486,233.0
-4.0840707,234.0
-4.0526547,239.0
-4.0212383,241.0
-3.9898226,249.0
-3.9584067,252.0
-3.9269907,260.0
-3.895575,263.0
-3.8641589,273.0
-3.832743,276.0
-3.8013268,284.0
-3.7699113,291.0
-3.738495,303.0
-3.7070794,310.0
-3.6756632,325.0
-3.6442475,333.0
-3.6128316,343.0
-3.581416,361.0
-3.5499997,384.0
-3.5185838,400.0
-3.4871676,429.0
-3.455752,447.0
-3.424336,477.0
-3.39292,507.0
-3.361504,551.0
-3.330088,589.0
-3.2986724,605.0
-3.2672563,616.0
-3.2358406,624.0
-3.2044244,429.0
-3.1730084,645.0
-3.1415927,397.0
-3.1101766,678.0
-3.0787609,672.0
-3.0473447,384.0
-3.0159287,384.0
-2.984513,373.0
-2.953097,533.0
-2.921681,519.0
-2.8902652,529.0
-2.8588495,488.0
-2.8274333,356.0
-2.7960174,307.0
-2.7646015,306.0
-2.7331855,311.0
-2.7017698,312.0
-2.670354,314.0
-2.638938,316.0
-2.607522,302.0
-2.3876104,626.0
-2.3561945,611.0
-2.3247786,572.0
-2.2619467,524.0
-2.2305307,507.0
-2.199115,494.0
-2.167699,492.0
-2.136283,467.0
-2.104867,446.0
-2.073451,443.0
-2.0420353,434.0
-2.0106192,422.0
-1.9792033,411.0
-1.9477875,408.0
-1.9163715,410.0
-1.8849556,392.0
-1.8535397,390.0
-1.8221238,399.0
-1.7592919,544.0
-1.727876,541.0
-1.69646,525.0
-1.665044,524.0
-1.6336281,663.0
-1.6022122,660.0
-1.5707964,662.0
-1.5393804,356.0
-1.5079644,352.0
-1.4765486,350.0
-1.4451326,350.0
-1.4137167,352.0
-1.3823007,350.0
-1.3508849,352.0
-1.319469,349.0
-1.2880529,350.0
-1.2566371,354.0
-1.225221,350.0
-1.1938052,359.0
-1.1623893,360.0
-1.1309733,363.0
-1.0995575,358.0
-1.0681415,365.0
-1.0367255,368.0
-1.0053096,379.0
-0.97389376,378.0
-0.9424778,392.0
-0.9110619,397.0
-0.87964594,400.0
-0.84823,407.0
-0.81681406,422.0
-0.7853982,432.0
-0.7539822,437.0
-0.7225663,441.0
-0.69115037,455.0
-0.6597345,466.0
-0.62831855,482.0
-0.5969026,460.0
-0.56548667,463.0
-0.53407073,464.0
-0.5026548,487.0
-0.4712389,505.0
-0.43982297,558.0
-0.40840703,578.0
-0.3769911,614.0
-0.34557518,617.0
-0.31415927,638.0
-0.28274333,652.0
-0.2513274,680.0
-0.21991149,921.0
-0.18849555,855.0
-0.15707964,872.0
-0.1256637,885.0
-0.09424777,894.0
-0.06283185,926.0
-0.031415924,917.0
0.0,629.0
0.031415924,626.0
0.06283185,530.0
0.09424777,537.0
0.1256637,608.0
0.15707964,621.0
0.18849555,605.0
0.21991149,580.0
0.2513274,564.0
0.28274333,553.0
0.31415927,539.0
0.34557518,532.0
0.3769911,502.0
0.40840703,488.0
0.43982297,497.0
0.4712389,486.0
0.5026548,477.0
0.53407073,474.0
0.56548667,465.0
0.5969026,463.0
0.62831855,458.0
0.6597345,442.0
0.69115037,416.0
0.7225663,388.0
0.7539822,371.0
0.7853982,355.0
0.81681406,342.0
0.84823,332.0
0.87964594,317.0
0.9110619,306.0
0.9424778,297.0
0.97389376,285.0
1.0053096,277.0
1.0367255,272.0
1.0681415,264.0
1.0995575,261.0
1.1309733,254.0
1.1623893,250.0
1.1938052,244.0
1.225221,239.0
1.2566371,235.0
1.2880529,231.0
1.319469,228.0
1.3508849,227.0
