-4.272566,235.0
-4.2411504,235.0
-4.209734,236.0
-4.1783185,239.0
-4.146902,242.0
-4.115486,247.0
-4.0840707,248.0
-4.0526547,250.0
-4.0212383,251.0
-3.9898226,254.0
-3.9584067,256.0
-3.9269907,263.0
-3.895575,264.0
-3.8641589,271.0
-3.832743,274.0
-3.8013268,281.0
-3.7699113,287.0
-3.738495,296.0
-3.7070794,299.0
-3.6756632,308.0
-3.6442475,315.0
-3.6128316,325.0
-3.581416,332.0
-3.5499997,349.0
-3.5185838,359.0
-3.4871676,376.0
-3.455752,389.0
-3.424336,413.0
-3.39292,426.0
-3.361504,450.0
-3.330088,470.0
-3.2986724,509.0
-3.2672563,532.0
-3.2358406,580.0
-3.2044244,623.0
-3.1730084,672.0
-3.1415927,714.0
-3.1101766,725.0
-3.0787609,738.0
-3.0473447,510.0
-3.0159287,529.0
-2.984513,784.0
-2.921681,493.0
-2.8902652,490.0
-2.8588495,835.0
-2.8274333,643.0
-2.7960174,643.0
-2.7646015,418.0
-2.7331855,413.0
-2.7017698,414.0
-2.670354,417.0
-2.638938,416.0
-2.607522,1170.0
-2.5761058,1202.0
-2.5446901,1204.0
-2.3247786,671.0
-2.199115,545.0
-2.167699,533.0
-2.136283,510.0
-2.104867,491.0
-2.073451,465.0
-2.0420353,449.0
-2.0106192,452.0
-1.9792033,437.0
-1.9477875,427.0
-1.9163715,439.0
-1.8535397,593.0
-1.8221238,583.0
-1.790708,561.0
-1.7592919,549.0
-1.727876,555.0
-1.69646,356.0
-1.665044,353.0
-1.6336281,350.0
-1.6022122,340.0
-1.5707964,341.0
-1.5393804,336.0
-1.5079644,331.0
-1.4765486,329.0
-1.4451326,328.0
-1.4137167,325.0
-1.3823007,326.0
-1.3508849,324.0
-1.319469,325.0
-1.2880529,326.0
-1.2566371,327.0
-1.225221,327.0
-1.1938052,325.0
-1.1623893,324.0
-1.1309733,325.0
-1.0995575,328.0
-1.0681415,328.0
-1.0367255,329.0
-1.0053096,335.0
-0.97389376,337.0
-0.9424778,336.0
-0.9110619,337.0
-0.87964594,344.0
-0.84823,348.0
-0.81681406,357.0
-0.7853982,357.0
-0.7539822,368.0
-0.7225663,369.0
-0.69115037,380.0
-0.6597345,382.0
-0.62831855,376.0
-0.5969026,395.0
-0.56548667,399.0
-0.53407073,377.0
-0.5026548,380.0
-0.4712389,406.0
-0.43982297,423.0
-0.40840703,428.0
-0.3769911,434.0
-0.34557518,439.0
-0.31415927,486.0
-0.28274333,497.0
-0.2513274,516.0
-0.21991149,527.0
-0.18849555,539.0
-0.15707964,548.0
-0.1256637,558.0
-0.09424777,806.0
-0.06283185,662.0
-0.031415924,790.0
0.0,779.0
0.031415924,780.0
0.06283185,784.0
0.09424777,804.0
0.1256637,797.0
0.15707964,513.0
0.18849555,509.0
0.21991149,431.0
0.2513274,430.0
0.28274333,370.0
0.31415927,486.0
0.34557518,478.0
0.3769911,494.0
0.40840703,483.0
0.43982297,468.0
0.4712389,454.0
0.5026548,444.0
0.53407073,437.0
0.56548667,429.0
0.5969026,426.0
0.62831855,419.0
0.6597345,412.0
0.69115037,405.0
0.7225663,373.0
0.7539822,394.0
0.7853982,386.0
0.81681406,380.0
0.84823,382.0
0.87964594,377.0
0.9110619,375.0
0.9424778,372.0
0.97389376,370.0
1.0053096,366.0
1.0367255,351.0
1.0681415,338.0
1.0995575,332.0
1.1309733,321.0
1.1623893,313.0
1.1938052,301.0
1.225221,296.0
1.2566371,289.0
1.2880529,282.0
1.319469,275.0
1.3508849,271.0
